id,text,label,text_id_su,text_su_id,text_id_ja,text_ja_id,text_id_en,text_en_id,text_MS_id_en,text_MS_en_id,verdict_id,verdict_su,verdict_ja,verdict_en,verdict_MS_en
701,"Tempatnya nyaman, makanan lumayan enak. Buat yang mau ngobrol lama-lama cocok sekali ada banyak tempat lesehan nyaman banget plus udara yang sejuk.",positive,"Tempatna nyaman, tuangeunana lumayan. Pikeun anu hoyong ngobrol lila, éta cocog pisan, aya loba tempat diuk bener nyaman ditambah hawa tiis.","Tempatnya nyaman, makanannya lumayan. Buat yang mau ngobrol lama-lama cocok banget, banyak tempat duduknya juga nyaman banget plus udaranya sejuk.","Panggonane nyaman, panganane lumayan enak. Kanggo sing pengin ngobrol dawa, cocok banget, akeh panggonan lungguh sing nyaman ditambah hawane sing adhem.","Tempatnya nyaman, makanannya lumayan enak. Buat yang mau ngobrol lama-lama cocok banget, banyak tempat duduk yang nyaman plus udaranya sejuk.","The place is comfortable, the food is pretty good. For those who want to chat for a long time, it's very suitable, there are lots of really comfortable seating areas plus cool air.","Tempatnya nyaman, makanannya juga lumayan enak. Buat yang mau ngobrol lama-lama cocok banget, banyak tempat duduknya yang nyaman banget plus udaranya sejuk.","The place is comfortable, the food is quite good. For those who want to chat for a long time, it is very suitable, there are many places that are very comfortable and cool air.","Tempatnya nyaman, makanannya cukup enak. Bagi yang ingin mengobrol dalam waktu yang lama sangat cocok, ada banyak tempat yang sangat nyaman dan udara sejuk.",,1,1,1,1
702,Pakai kartu kredit bca tidak untung malah rugi besar,negative,"Ngagunakeun kartu kiridit BCA teu nguntungkeun, tapi rada rugi badag","Menggunakan kartu kredit BCA tidak menguntungkan, malah rugi besar","Nggunakake kertu kredit BCA ora duwe bathi, nanging mundhut gedhe","Pakai kartu kredit BCA gak untung, malah rugi besar","Using a BCA credit card is not profitable, but rather a big loss","Menggunakan kartu kredit BCA tidak menguntungkan, malah rugi besar",Using a bca credit card is not profitable but a big loss,Menggunakan kartu kredit bca tidak menguntungkan tetapi kerugian besar,,1,2,1,1
703,"Ya, saya sudah hubungi via halo bca. Namun terputus terus dan pulsa saya kepotong banyak kalau telepon berulang-ulang!",negative,"Leres, kuring parantos ngahubungi ngalangkungan Halo BCA. Tapi tetep dipegatkeun sareng kiridit kuring dipotong pisan upami kuring nelepon sababaraha kali!","Ya, saya sudah menghubungi melalui Halo BCA. Namun, sambungannya terputus terus-menerus dan pulsa saya sering terputus jika saya menelepon berkali-kali!","Ya, aku wis hubungi liwat Halo BCA. Nanging terus-terusan pedhot lan kreditku bakal dipotong banget yen aku nelpon bola-bali!","Ya, saya sudah menghubungi lewat Hello BCA. Tapi terus-terusan terputus dan pulsa saya bisa dipotong banyak kalau saya telepon terus-terusan!","Yes, I have contacted via Halo BCA. But it keeps getting disconnected and my credit gets cut a lot if I call repeatedly!","Ya, saya sudah menghubungi melalui Halo BCA. Namun, sambungannya terus terputus dan pulsa saya sering terpotong jika saya menelepon berulang kali!","Yes, I have contacted via halo bca. But it keeps being cut off and my credit is cut off a lot if I call repeatedly!","Ya, saya telah menghubungi melalui halo bca. Tapi itu terus dipotong dan kredit saya banyak terputus jika saya menelepon berulang kali!",,2,2,2,1
704,Minumannya saya tidak ada yang suka. Ayam gorengnya biasa saja. Ada saus keju tapi saya tidak suka saus keju di sini. Tidak enak.,negative,Abdi henteu resep kana inuman anu mana waé. Hayam goreng ngan sakitu-kituna. Aya saos kéju tapi kuring henteu resep saos kéju di dieu. Éta henteu saé.,"Saya tidak suka minuman apa pun. Ayam goreng saja. Ada saus keju, tetapi saya tidak suka saus keju di sini. Rasanya tidak enak.",Aku ora seneng omben-omben. Pitik gorenge mung semono. Ana saos keju nanging aku ora seneng saos keju ing kene. Iku ora apik.,"Saya tidak suka minuman keras. Ayam gorengnya biasa saja. Ada saus keju, tetapi saya tidak suka saus keju di sini. Rasanya tidak enak.",I don't like any of the drinks. The fried chicken is just so-so. There is cheese sauce but I don't like the cheese sauce here. It's not good.,"Saya tidak suka minumannya. Ayam gorengnya biasa saja. Ada saus keju, tetapi saya tidak suka saus keju di sini. Rasanya tidak enak.",I don't like the drink. The fried chicken is ordinary. There's cheese sauce but I don't like cheese sauce here. Not good.,Saya tidak suka minumannya. Ayam gorengnya biasa-biasa saja. Ada saus keju tapi saya tidak suka saus keju di sini. Tidak baik.,,1,2,2,2
706,"Kalau ke sini menyiapkan perut kosong ya karena di sini konsepnya bisa makan sepuasnya. Puas banget makan di sini, sesuai kok sama harganya. Aku sukanya nasi goreng, enak banget.",positive,"Lamun datang ka dieu, nyiapkeun burih kosong sabab konsep di dieu nyaeta dahar saloba anjeun resep. Emang nyugemakeun dahar di dieu, hargana pas. Abdi resep nasi goreng, ngeunah pisan.","Kalau ke sini, siapkan perut kosong karena konsepnya makan sepuasnya. Makan di sini benar-benar mengenyangkan, harganya juga pas. Saya suka nasi goreng, enak sekali.","Yen sampeyan teka kene, nyiyapake weteng kosong amarga konsep ing kene yaiku mangan sak senenge. Mangan ing kene pancen kepenak, regane regane. Aku seneng nasi goreng, enak tenan.","Kalau ke sini, persiapkan perut dalam keadaan kosong karena konsepnya di sini adalah makan sepuasnya. Makan di sini menyenangkan, sepadan dengan harganya. Saya suka nasi goreng, enak sekali.","If you come here, prepare an empty stomach because the concept here is to eat as much as you like. It's really satisfying to eat here, it's worth the price. I like fried rice, it's really delicious.","Kalau ke sini, siapkan perut kosong karena konsepnya makan sepuasnya. Makan di sini benar-benar mengenyangkan, harganya sepadan. Saya suka nasi goreng, enak sekali.","If you come here to prepare an empty stomach, yes because here the concept is that you can eat as much as you want. Very satisfied to eat here, it's the same price. I love fried rice, it's so good.","Jika Anda datang ke sini untuk menyiapkan perut kosong, ya karena di sini konsepnya adalah Anda bisa makan sebanyak yang Anda inginkan. Sangat puas makan di sini, harganya sama. Saya suka nasi goreng, sangat enak.",,2,1,2,1
707,"Jangan pernah pesan melalui layanan ini ya teman-teman. Mengecewakan! Villa -nya kotor, semua peralatannya tidak layak pakai",negative,"Pernah mesen ngaliwatan layanan ieu, babaturan kuring. nguciwakeun! Vila kotor, sadaya alat henteu cocog pikeun dianggo","Jangan pernah pesan lewat jasa ini ya teman-teman. Mengecewakan! Villa nya kotor, semua peralatan tidak layak pakai","Aja nganti pesen liwat layanan iki, kanca-kanca. nguciwani! Villa punika reged, kabeh peralatan ora cocok kanggo nggunakake","Jangan pesan lewat jasa ini ya teman-teman. Mengecewakan! Villa nya kotor, semua peralatan tidak layak pakai","Never order through this service, my friends. Disappointing! The villa is dirty, all the equipment is not fit for use","Jangan pernah pesan lewat jasa ini ya teman-teman. Mengecewakan! Villanya kotor, semua peralatannya tidak layak pakai","Never order through this service, friends. Disappointing! The villa is dirty, all the equipment is not suitable for use","Jangan pernah memesan melalui layanan ini sobat. Mengecewakan! Vila itu kotor, semua peralatan tidak cocok untuk digunakan",,2,2,2,1
709,Ini kunjungan pertama kami ke restoran cabang utama. Sebelumnya kami sering pesan dari cabang yang lain. Karena kami sangka di sini suasana lebih bagus dan menu lebih banyak. Tetapi saya terkejut dengan sikap pelayan yang tidak ramah. Kami akan duduk di sofa luar atas saran pelayan wanita. Tetapi pelayan pria tidak mengizinkan dengan alasan malas membersihkan.,negative,Ieu kunjungan munggaran urang ka réstoran cabang utama. Samemehna urang mindeng mesen ti cabang séjén. Kusabab urang panginten atmosfir dieu hadé tur menu ieu leuwih éksténsif. Tapi kuring reuwas ku sikep pelayan nu teu marahmay. Urang bade diuk dina sofa luar dina nasehat ti palayan bikangna. Tapi palayan lalaki teu ngijinan ku alesan males beberesih.,Ini adalah kunjungan pertama kami ke restoran cabang utama. Sebelumnya kami sering memesan dari cabang lain. Karena menurut kami suasana di sini lebih baik dan menunya lebih banyak. Namun saya heran dengan sikap pelayan yang tidak ramah. Kami akan duduk di sofa luar atas saran pelayan. Namun pelayan laki-laki tidak mengizinkan karena dia terlalu malas membersihkan.,Iki minangka kunjungan pertama kita menyang restoran cabang utama. Sakdurunge kita kerep pesen saka cabang liyane. Amarga kita panginten atmosfer kene luwih apik lan menu luwih ekstensif. Nanging aku kaget karo sikap pelayan sing ora ramah. Kita padha arep njagong ing sofa njaba ing saran saka waiter wadon. Nanging pelayan sing lanang ora nglilani kanthi alasan males ngresiki.,Ini adalah kunjungan pertama kami ke restoran cabang utama. Sebelumnya kami sering memesan dari cabang lain. Karena kami pikir suasana di sini lebih baik dan menunya lebih banyak. Namun saya heran dengan sikap pelayan yang tidak ramah. Kami akan duduk di sofa luar atas usulan pelayan perempuan. Namun pelayan laki-laki tidak mengizinkannya karena dia terlalu malas membersihkan.,This was our first visit to the main branch restaurant. Previously we often ordered from other branches. Because we thought the atmosphere here was better and the menu was more extensive. But I was surprised by the unfriendly attitude of the waiter. We were going to sit on the outside sofa on the advice of the female waiter. But the male waiter did not allow it on the grounds that he was lazy to clean.,Ini adalah kunjungan pertama kami ke restoran cabang utama. Sebelumnya kami sering memesan dari cabang lain. Karena kami pikir suasana di sini lebih baik dan menunya lebih banyak. Namun saya heran dengan sikap pelayan yang tidak ramah. Kami hendak duduk di sofa luar atas saran pelayan perempuan. Namun pelayan laki-laki tidak mengizinkan dengan alasan ia malas membersihkan.,"This is our first visit to the main branch restaurant. Previously, we often ordered from other branches. Because we thought that the atmosphere here was better and the menu was more. But I was surprised by the unfriendly attitude of the waiter. We will sit on the outside sofa on the advice of the maid. But the male waitress did not allow it on the grounds of laziness to clean.","Ini adalah kunjungan pertama kami ke restoran cabang utama. Sebelumnya, kami sering memesan dari cabang lain. Karena kami pikir suasana di sini lebih baik dan menunya lebih banyak. Tapi saya terkejut dengan sikap tidak ramah dari pelayan. Kami akan duduk di sofa luar atas saran pembantu. Tetapi pelayan pria tidak mengizinkannya dengan alasan kemalasan untuk dibersihkan.",,2,2,2,2
710,"Menurut saya steaknya cukup enak, hanya lebih baik pesan yang paling gede aja, itu lebih empuk dari yang lain. Kalau ke sini, bisa sebarkan foto di media sosial dan mendapatkan es krim gratis. Es krimnya enak loh: Kalau segi makanan oke, dari pelayanan juga baik.",positive,"Jigana steak teh rada alus, ngan leuwih hade mesen nu panggedena, éta leuwih lembut ti nu séjén. Upami anjeun ka dieu, anjeun tiasa ngabagi poto dina média sosial sareng kéngingkeun és krim gratis. És krim téh nikmat: Dina hal dahareun, teu kunanaon, layanan ogé alus.","Menurut saya steaknya cukup enak, lebih baik pesan yang paling besar, lebih empuk dari yang lain. Kalau ke sini, bisa share foto di media sosial dan dapat es krim gratis. Es krimnya enak: Dari segi makanan, lumayan, pelayanannya juga bagus.","Aku steak cukup apik, iku mung luwih apik kanggo supaya siji paling gedhe, iku luwih tender saka liyane. Yen sampeyan teka ing kene, sampeyan bisa nuduhake foto ing media sosial lan entuk es krim gratis. Es krim iku enak: Ing babagan panganan, ora apa-apa, layanan uga apik.","Menurut saya steaknya cukup enak, lebih baik pesan yang paling besar saja, lebih empuk dari yang satunya. Kalau ke sini, bisa sharing foto di media sosial dan dapat es krim gratis. Es krimnya enak: Dari segi makanan, lumayan, pelayanannya juga bagus.","I think the steak is quite good, it's just better to order the biggest one, it's more tender than the others. If you come here, you can share the photo on social media and get free ice cream. The ice cream is delicious: In terms of food, it's okay, the service is also good.","Menurut saya steaknya cukup enak, lebih baik pesan yang paling besar saja, lebih empuk dari yang lain. Kalau ke sini, bisa share fotonya di sosial media dan dapat es krim gratis. Es krimnya enak: Dari segi makanan, lumayan, pelayanannya juga bagus.","I think the steak is quite good, it's just better to order the biggest, it's more tender than the others. If you come here, you can share photos on social media and get free ice cream. The ice cream is delicious: In terms of food, the service is also good.","Saya pikir steaknya cukup enak, lebih baik memesan yang terbesar, lebih empuk dari yang lain. Jika Anda datang ke sini, Anda dapat membagikan foto di media sosial dan mendapatkan es krim gratis. Es krimnya enak: Dari segi makanan, layanannya juga bagus.",,2,2,2,2
712,"Resto ini cukup luas, suasana sangat menyenangkan, pengunjung dapat melihat pemandangan kota bandung. Menu makanan barat dan indonesian makanan. Harga sesuai kualitas dan pelayanan.",positive,"Réstoran ieu lumayan lega, suasanana pisan pikaresepeun, pengunjung tiasa ningali pamandangan kota Bandung. Menuna nyaéta kadaharan barat jeung kadaharan Indonésia. Hargana dumasar kana kualitas sareng jasa.","Restoran ini cukup luas, suasananya sangat menyenangkan, pengunjung dapat melihat pemandangan kota Bandung. Menu yang disajikan adalah makanan Barat dan makanan Indonesia. Harga yang ditawarkan sesuai dengan kualitas dan pelayanan.","Restoran iki cukup jembar, swasana nyenengake banget, pengunjung bisa ndeleng pemandangan kutha Bandung. Menu kasebut yaiku panganan barat lan panganan Indonesia. Rega miturut kualitas lan layanan.","Restoran ini cukup luas, suasananya sangat menyenangkan, pengunjung dapat melihat pemandangan kota Bandung. Menu yang disajikan adalah western food dan Indonesian food. Harga sesuai dengan kualitas dan pelayanan.","This restaurant is quite spacious, the atmosphere is very pleasant, visitors can see the view of the city of Bandung. The menu is western food and Indonesian food. The price is according to quality and service.","Restoran ini cukup luas, suasananya sangat menyenangkan, pengunjung dapat melihat pemandangan kota Bandung. Menu yang disajikan adalah makanan Barat dan makanan Indonesia. Harganya sesuai dengan kualitas dan pelayanan.","This restaurant is quite spacious, the atmosphere is very pleasant, visitors can see the view of the city of Bandung. Western food menu and Indonesian food. The price is according to the quality and service.","Restoran ini cukup luas, suasananya sangat menyenangkan, pengunjung dapat melihat pemandangan kota Bandung. Menu makanan Barat dan makanan Indonesia. Harganya sesuai dengan kualitas dan layanan.",,2,2,2,2
713,"Diajakin teman waktu masih kuliah, katanya satenya enak... tapi setelah dicoba kurang masuk sama selera saya... hehe hanya opini saya.",negative,"Abdi diondang ku rerencangan pas kuliah, cenah sate teh enak... tapi pas dicobaan teu sesuai selera... hehe mung pendapat abdi.","Saya diajak teman sepulang kuliah, katanya satenya enak... tapi pas saya coba, ternyata nggak cocok dengan selera saya... hehe itu cuma pendapat saya saja.","Aku diundang kancaku pas kuliah, jarene sate iku enak... tapi pas dicoba gak cocok karo seleraku... hehe mung menurutku.","Dulu waktu kuliah diajak temen, katanya satenya enak... tapi pas dicoba, gak cocok sama selera... hehe itu cuma pendapatku aja.","I was invited by a friend when I was in college, he said the satay was delicious... but after trying it, it didn't suit my taste... hehe just my opinion.","Dulu waktu kuliah diajak temen, katanya satenya enak... tapi setelah dicoba ternyata gak cocok sama selera... hehe itu cuma pendapat saya aja.","Invited by a friend when he was still in college, he said the satay was delicious... But after trying it didn't fit my taste... hehe just my opinion.","Diundang oleh seorang teman saat masih kuliah, dia mengatakan sate itu enak... Tapi setelah mencobanya tidak sesuai dengan selera saya... hehe hanya pendapat saya.",,2,1,2,1
715,"Datang ke restoran ini tidak ada bosannya, apalagi di malam minggu kami sekeluarga sangat menyukai tempat ini karena ada live musiknya. Suasananya tidak berubah dari tahun ke tahun. Menu yang disajikan pun masih tetap sama, dari mulai menu eropa sampai menu khas indonesia tetap memikat. Porsinya juga tak kalah banyak.",positive,"Datang ka réstoran ieu teu pernah boring, utamana dina Saptu peuting, kulawarga urang resep pisan ka tempat ieu kusabab aya live musik. Suasana teu robah ti taun ka taun. Menu anu disajikeun masih keneh sami, ti menu Eropa dugi ka menu khas Indonesia masih keneh pikaresepeun. Porsina ogé teu kurang loba.","Datang ke restoran ini tidak pernah membosankan, terutama pada malam minggu, keluarga kami sangat menyukai tempat ini karena ada live music. Suasananya tidak berubah dari tahun ke tahun. Menu yang disajikan masih sama, dari menu Eropa hingga menu khas Indonesia yang tetap menarik. Porsinya pun tidak terlalu banyak.","Tekan restoran iki ora bakal bosen, utamane ing dina Setu bengi, kulawarga kita seneng banget amarga ana live music. Swasana ora owah saka taun nganti taun. Menu sing disuguhake isih padha, saka menu Eropa nganti menu khas Indonesia, isih nengsemake. Porsi uga ora kurang akeh.","Berkunjung ke restoran ini tidak akan pernah membosankan, apalagi di malam minggu, keluarga kami sangat menikmatinya karena ada live music. Suasananya tidak pernah berubah dari tahun ke tahun. Menu yang disajikan masih sama, dari menu Eropa hingga menu khas Indonesia, tetap menarik. Porsinya juga tidak sedikit.","Coming to this restaurant is never boring, especially on Saturday nights, our family really likes this place because there is live music. The atmosphere has not changed from year to year. The menu served is still the same, from European menus to typical Indonesian menus, it is still attractive. The portions are also no less abundant.","Datang ke restoran ini tidak pernah membosankan, apalagi di malam minggu, keluarga kami sangat suka dengan tempat ini karena ada live music. Suasananya tidak pernah berubah dari tahun ke tahun. Menu yang disajikan pun masih sama, dari menu Eropa hingga menu khas Indonesia, tetap menarik. Porsinya juga tidak kalah banyak.","Coming to this restaurant is not boring, especially on weeknights we as a family really like this place because there is live music. The atmosphere has not changed from year to year. The menu served is still the same, from the European menu to the Indonesian menu is still alluring. The portions are also no less numerous.","Datang ke restoran ini tidak membosankan, apalagi di malam hari kerja kami sebagai keluarga sangat menyukai tempat ini karena ada live music. Suasananya tidak berubah dari tahun ke tahun. Menu yang disajikan masih sama, dari menu Eropa hingga menu Indonesia masih memikat. Porsinya juga tidak kalah banyak.",,2,2,2,2
717,"Tidak enak makan di restoran, tidak bisa minta kuah opor ayam dikit seperti di warteg.",negative,"Teu ngeunah dahar di restoran, teu bisa menta sambel opor hayam saeutik deui siga di warung.","Kurang enak kalau makan di restoran, nggak bisa minta kuah opor ayamnya ditambah sedikit saja seperti di warung.","Gak enak mangan nang restoran, gak iso njaluk sambel opor ayam sithik kaya nang warung.","Kurang enak kalau makan di rumah makan, nggak bisa minta sedikit sambal opor ayam seperti di rumah makan.","It's not nice to eat at a restaurant, you can't ask for a little more chicken opor sauce like at a food stall.","Kurang enak kalau makan di rumah makan, nggak bisa minta kuah opor ayam yang sedikit lebih banyak seperti di warung makan.","It's not good to eat at a restaurant, you can't ask for a little chicken opor sauce like in a warteg.","Tidak enak makan di restoran, Anda tidak bisa meminta sedikit saus opor ayam seperti di warteg.",,1,2,1,1
719,"Lama-lama di sini gua bisa hipertensi ngadepin pasien bpjs, bayar tidak seberapa tapi mau pelayanan eksekutif dan ngomel-ngomel, naik kereta saja kalau mau yang eksekutif",negative,"Sakedap di dieu, abdi tiasa hipertensi ngurus pasien BPJS, teu mayar seueur tapi hoyong layanan eksekutif terus ngadu'a, naek kareta upami hoyong jasa eksekutif.","Untuk sementara di sini saya bisa urus pasien BPJS, bayarnya tidak seberapa tapi mau pelayanan eksekutif, terus komplain, naik kereta kalau mau pelayanan eksekutif.","Sedhela-sedhela ing kene aku bisa kena hipertensi ngurusi pasien BPJS, ora mbayar akeh nanging pengin layanan eksekutif terus sambat, numpak sepur yen pengin layanan eksekutif.","Selama ini saya bisa hipertensi ngurus pasien BPJS, bayarnya gak seberapa tapi pengin pelayanan eksekutif terus komplain, naik kereta kalau mau pelayanan eksekutif.","After a while here, I can get hypertension dealing with BPJS patients, they don't pay much but want executive service and they keep complaining, just take the train if you want executive service","Setelah sekian lama di sini, saya bisa hipertensi berurusan dengan pasien BPJS, mereka tidak bayar banyak tapi ingin pelayanan yang memuaskan dan mereka terus mengeluh, naik kereta saja kalau mau pelayanan yang memuaskan","For a long time here I can hypertension to face bpjs patients, pay not much but want executive services and chat, just take the train if you want the executive","Untuk waktu yang lama di sini saya bisa hipertensi untuk menghadapi pasien bpjs, membayar tidak banyak tapi ingin pelayanan eksekutif dan chatting, naik kereta saja jika mau eksekutif",,2,2,2,2
722,Kemarin mereka mendaftar beasiswa djarum,neutral,Kamari aranjeunna ngadaptarkeun beasiswa Djarum,Kemarin mereka mendaftar beasiswa Djarum,Wingi ndhaftar beasiswa Djarum,Kemarin saya mendaftar beasiswa Djarum,Yesterday they registered for the Djarum scholarship,Kemarin mereka mendaftar beasiswa Djarum,Yesterday they applied for the djarum scholarship,Kemarin mereka mengajukan beasiswa djarum,,2,1,2,1
724,"Lokasinya memang sedikit tersembunyi di sudut sebuah perumahan. Konsep tempatnya bagus, seperti rumah di pedesaan eropa dengan lantai dan dinding kayu. Selain di dalam, pengunjung bisa menikmati makanannya di kursi-kursi di area taman yang unik menggunakan drum bekas.",positive,"Lokasina memang rada nyumput di juru komplek perumahan. Konsep tempatna saé, sapertos bumi di kampung Éropa kalayan lantai sareng témbok kai. Salian ti jero, sémah bisa ngarasakeun kadaharan maranéhanana dina korsi di wewengkon taman unik ngagunakeun drum dipaké.","Lokasinya agak tersembunyi di pojok kompleks perumahan. Konsep tempatnya bagus, seperti rumah di desa Eropa dengan lantai dan dinding kayu. Selain interiornya, para tamu dapat menikmati makanan di kursi-kursi di area taman yang unik dengan menggunakan drum bekas.","Lokasine pancen rada ndhelik ing pojok komplek perumahan. Konsep papan kasebut apik, kaya omah ing desa Eropa kanthi lantai lan tembok kayu. Saliyane ing njero, pengunjung bisa nikmati panganan ing kursi ing area taman sing unik nggunakake drum bekas.","Lokasinya sebenarnya agak tersembunyi di pojok kompleks perumahan. Konsep tempatnya bagus, seperti rumah di desa Eropa dengan lantai dan dinding kayu. Selain berada di dalam, pengunjung bisa menikmati makanan di kursi-kursi di area taman yang unik dengan menggunakan drum bekas.","The location is indeed a bit hidden in the corner of a housing complex. The concept of the place is nice, like a house in a European village with wooden floors and walls. In addition to inside, visitors can enjoy their food on chairs in a unique garden area using used drums.","Lokasinya memang agak tersembunyi di pojok kompleks perumahan. Konsep tempatnya bagus, seperti rumah di desa Eropa dengan lantai dan dinding kayu. Selain di dalam, pengunjung bisa menikmati makanan di kursi-kursi di area taman unik dengan menggunakan drum bekas.","The location is indeed a little hidden in the corner of a residential area. The concept of the place is good, like a house in the European countryside with wooden floors and walls. Apart from inside, visitors can enjoy their food on chairs in a unique park area using used drums.","Lokasinya memang sedikit tersembunyi di sudut kawasan perumahan. Konsep tempatnya bagus, seperti rumah di pedesaan Eropa dengan lantai dan dinding kayu. Selain di dalam, pengunjung dapat menikmati makanan mereka di kursi di area taman yang unik menggunakan drum bekas.",,2,2,2,2
727,Rasa makanan cukup enak. Lokasi cukup strategis dekat eskalator turun dan naik mal. Secara keseluruhan baik mantap.,positive,dahareun raos geulis alus. Lokasina rada strategis caket eskalator turun sareng naek mall. Gemblengna éta saé sareng ajeg.,"Makanannya enak. Lokasinya cukup strategis, dekat dengan eskalator untuk turun dan naik mall. Secara keseluruhan, makanannya enak dan mantap.",Panganan rasane cukup enak. Lokasine cukup strategis cedhak eskalator mudhun lan munggah mall. Sakabèhé iku apik lan ajeg.,"Makanannya terasa cukup enak. Lokasinya cukup strategis, dekat dengan eskalator yang naik turun di mal. Secara keseluruhan, makanannya enak dan mantap.",The food tastes pretty good. The location is quite strategic near the escalator going down and up the mall. Overall it's good and steady.,"Makanannya enak. Lokasinya cukup strategis, dekat eskalator naik turun mal. Secara keseluruhan, makanannya enak dan mantap.",The taste of the food is quite good. The location is quite strategic near the escalator down and up the mall. Overall good steady.,Rasa makanannya cukup enak. Lokasinya cukup strategis di dekat eskalator ke bawah dan ke atas mal. Secara keseluruhan stabil yang baik.,,1,1,1,2
732,Kenapa aku baca pernyataan sikap para calon ketua umum ini semuanya membosankan. Macam entahlah.,negative,Naha kuring manggihan sagala pernyataan para calon ketua umum jadi boring? Abdi henteu terang.,Mengapa saya merasa semua pernyataan para kandidat presiden begitu membosankan? Saya tidak tahu.,Lha kok mboseni kabeh omongane calon ketua umum? Aku ora ngerti.,Kenapa semua pidato calon ketua umum membosankan? Entahlah.,Why do I find all the statements of the candidates for general chairman so boring? I don't know.,Mengapa saya merasa semua pernyataan calon ketua umum begitu membosankan? Saya tidak tahu.,"Why do I read the statements of the attitude of these general chairman candidates, all of them are boring. I don't know.","Mengapa saya membaca pernyataan sikap para calon ketua umum ini, semuanya membosankan. Saya tidak tahu.",,2,1,1,1
733,Bakso favorit kami sekeluarga. Rasanya gurih dan super enak. Ditemani dengan es jeruk dan kerupuk putih. Super yummy deh. Harga sangat terjangkau. Lokasi masuk gang kecil tapi mudah ditemukan karena banyak orang yang tahu di lokasinya.,positive,Bakso karesep kulawarga urang. Rasana gurih sareng super nikmat. Dipirig ku és jeruk jeung kurupuk bodas. Super ngeunah. harga pisan affordable. Lokasina aya di gang leutik tapi gampang dipendakan sabab seueur anu terang lokasina.,Bakso kesukaan keluarga kami. Rasanya gurih dan super nikmat. Dilengkapi dengan es jeruk dan kerupuk putih. Super lezat. Harganya sangat terjangkau. Lokasinya di gang kecil tetapi mudah ditemukan karena banyak orang yang tahu lokasinya.,Bakso favorit keluarga kita. Rasane gurih lan super enak. Diiringi es jeruk lan krupuk putih. Super yummy. Regane terjangkau banget. Lokasine ana ing gang cilik nanging gampang ditemokake amarga akeh sing ngerti lokasi kasebut.,Bakso kesukaan keluarga kami. Rasanya gurih dan super nikmat. Dilengkapi dengan es jeruk dan kerupuk putih. Super lezat. Harganya sangat terjangkau. Lokasinya di gang kecil tetapi mudah ditemukan karena banyak orang yang tahu lokasinya.,Our family's favorite meatballs. The taste is savory and super delicious. Accompanied by orange ice and white crackers. Super yummy. The price is very affordable. The location is in a small alley but easy to find because many people know the location.,Bakso kesukaan keluarga kami. Rasanya gurih dan super nikmat. Dilengkapi dengan es jeruk dan kerupuk putih. Super lezat. Harganya sangat terjangkau. Lokasinya di gang kecil tetapi mudah ditemukan karena banyak orang yang tahu lokasinya.,Our favorite meatballs as a family. It tastes savory and super tasty. Accompanied by orange ice and white crackers. Super yummy. The price is very affordable. The location of the entrance to the alley is small but easy to find because many people know the location.,Bakso favorit kami sebagai keluarga. Rasanya gurih dan super lezat. Disertai dengan es oranye dan kerupuk putih. Sangat enak. Harganya sangat terjangkau. Lokasi pintu masuk gang kecil namun mudah ditemukan karena banyak orang yang mengetahui lokasinya.,,2,2,2,2
734,Mahasiswa jangan sok-sokan deh ikut politik. Belajar sana saja deh.,negative,Siswa henteu kedah pura-pura ku gabung dina politik. Ngan indit diajar.,Mahasiswa tidak boleh berpura-pura dengan terjun ke dunia politik. Belajar saja.,Siswa ora kudu tumindak pretentious kanthi melu politik. Sinau wae.,Siswa tidak boleh berpura-pura dengan berpartisipasi dalam politik. Belajar saja.,Students should not act pretentious by joining politics. Just go study.,Mahasiswa tidak boleh sok tahu dengan terjun ke dunia politik. Belajar saja.,Students should not get involved in politics. Just study there.,Siswa tidak boleh terlibat dalam politik. Belajar saja di sana.,,1,2,1,2
736,Menyebalkan. Senin pagi beserta macet parah dan banjir,negative,Ngaganggu. Senén isuk jeung macét dahsyat jeung banjir.,Menyebalkan. Senin pagi dengan kemacetan lalu lintas yang parah dan banjir.,Ngganggu. Senin esuk karo macet elek lan banjir.,Menyebalkan. Senin pagi dengan kemacetan lalu lintas yang parah dan banjir.,Annoying. Monday morning with terrible traffic jam and flooding.,Menyebalkan. Senin pagi dengan kemacetan lalu lintas dan banjir yang parah.,Sucks. Monday morning with severe traffic jams and flooding,Sucks. Senin pagi dengan kemacetan lalu lintas yang parah dan banjir,,1,1,1,2
